ts	elapsed_s	icmp_status	icmp_rtt_ms	hp_status	hp_code	hp_connect_ms	hp_total_ms	hl_status	hl_code	hl_connect_ms	hl_total_ms	health_age_s	sse_bytes	wifi_rssi_dbm	wifi_disc	wifi_reconn	heap_kb	uptime_s
08:07:22	197	ok	-	fail	000	7.7	12.9	-	-	-	-	5	1220	-68	1	0	8136	44
08:07:28	203	ok	-	fail	000	19.6	25.4	-	-	-	-	10	1234	-68	1	0	8136	44
08:07:34	209	ok	-	fail	000	8.7	14.0	-	-	-	-	15	1220	-68	1	0	8136	44
08:07:41	216	ok	-	fail	000	9.0	14.6	-	-	-	-	20	1489	-68	1	0	8136	44
08:07:47	222	ok	-	fail	000	7.7	12.7	fail	000	14.9	20.1	0	1449	-68	1	0	8136	44
08:07:54	229	ok	-	fail	000	6.0	12.2	-	-	-	-	5	1234	-68	1	0	8136	44
08:08:00	235	ok	-	fail	000	9.3	14.6	-	-	-	-	10	1220	-68	1	0	8136	44
08:08:06	241	ok	-	fail	000	7.1	16.4	-	-	-	-	15	1248	-68	1	0	8136	44
08:08:12	247	ok	-	fail	000	8.6	15.1	-	-	-	-	20	1260	-68	1	0	8136	44
08:08:18	253	ok	-	fail	000	20.0	29.3	fail	000	7.0	12.2	0	1491	-68	1	0	8136	44
08:08:25	260	ok	-	fail	000	10.8	32.6	-	-	-	-	5	1234	-68	1	0	8136	44
08:08:32	267	ok	-	fail	000	8.3	13.1	-	-	-	-	10	1248	-68	1	0	8136	44
08:08:38	273	ok	-	fail	000	11.5	17.2	-	-	-	-	15	1248	-68	1	0	8136	44
08:08:44	279	ok	-	fail	000	6.8	11.8	-	-	-	-	20	1419	-68	1	0	8136	44
08:08:50	285	ok	-	fail	000	6.8	24.4	fail	000	7.2	13.3	0	1407	-68	1	0	8136	44
08:08:57	292	ok	-	fail	000	19.0	24.8	-	-	-	-	5	1206	-68	1	0	8136	44
08:09:03	298	ok	-	fail	000	13.6	21.0	-	-	-	-	10	1206	-68	1	0	8136	44
08:09:09	304	ok	-	fail	000	18.5	25.1	-	-	-	-	15	1206	-68	1	0	8136	44
08:09:15	310	ok	-	fail	000	11.0	15.9	-	-	-	-	20	1302	-68	1	0	8136	44
08:09:21	316	ok	-	fail	000	15.5	23.8	fail	000	10.0	26.7	0	1463	-68	1	0	8136	44
08:09:29	324	ok	-	fail	000	7.5	12.8	-	-	-	-	5	1206	-68	1	0	8136	44
08:09:35	330	ok	-	fail	000	20.7	25.7	-	-	-	-	10	1206	-68	1	0	8136	44
08:09:41	336	ok	-	ok	200	10.7	30.4	-	-	-	-	15	1218	-68	1	0	8136	44
08:09:47	342	ok	-	ok	200	12.7	28.1	-	-	-	-	20	0	-68	1	0	8136	44
08:09:53	348	ok	-	ok	200	21.3	41.0	ok	200	18.9	34.9	0	0	-68	1	1	8073	360
08:10:00	355	ok	-	ok	200	21.5	36.7	-	-	-	-	5	0	-68	1	1	8073	360
08:10:06	361	ok	-	ok	200	18.2	33.3	-	-	-	-	10	0	-68	1	1	8073	360
08:10:13	368	ok	-	ok	200	26.1	41.5	-	-	-	-	15	0	-68	1	1	8073	360
08:10:19	374	ok	-	ok	200	7.2	36.1	-	-	-	-	20	0	-68	1	1	8073	360
08:10:25	380	ok	-	ok	200	6.7	21.1	ok	200	18.9	38.5	0	0	-68	1	1	8069	392
08:10:32	387	ok	-	ok	200	11.2	29.5	-	-	-	-	5	0	-68	1	1	8069	392
08:10:38	393	ok	-	ok	200	8.7	22.5	-	-	-	-	10	0	-68	1	1	8069	392
08:10:44	399	ok	-	ok	200	7.7	30.7	-	-	-	-	15	0	-68	1	1	8069	392
08:10:50	405	ok	-	ok	200	7.9	24.3	-	-	-	-	20	0	-68	1	1	8069	392
08:10:56	411	ok	-	ok	200	10.4	35.0	ok	200	7.4	30.8	0	0	-68	1	1	8064	423
08:11:04	419	ok	-	ok	200	14.2	37.6	-	-	-	-	5	0	-68	1	1	8064	423
08:11:10	425	ok	-	ok	200	58.2	72.4	-	-	-	-	10	0	-68	1	1	8064	423
08:11:16	431	ok	-	ok	200	15.5	42.8	-	-	-	-	15	0	-68	1	1	8064	423
08:11:22	437	ok	-	ok	200	11.8	31.1	-	-	-	-	20	0	-68	1	1	8064	423
08:11:28	443	ok	-	ok	200	9.8	25.4	ok	200	14.5	30.3	0	0	-68	1	1	8061	455
08:11:35	450	ok	-	ok	200	29.4	47.1	-	-	-	-	5	0	-68	1	1	8061	455
08:11:42	457	ok	-	ok	200	8.5	26.1	-	-	-	-	10	0	-68	1	1	8061	455
08:11:48	463	ok	-	ok	200	35.7	50.0	-	-	-	-	15	0	-68	1	1	8061	455
08:11:54	469	ok	-	ok	200	7.6	37.6	-	-	-	-	20	0	-68	1	1	8061	455
08:12:00	475	ok	-	ok	200	6.8	22.9	ok	200	42.5	61.3	0	0	-68	1	1	8056	487
08:12:07	482	ok	-	ok	200	7.0	27.6	-	-	-	-	5	0	-68	1	1	8056	487
08:12:13	488	ok	-	ok	200	6.4	20.0	-	-	-	-	10	0	-68	1	1	8056	487
08:12:19	494	ok	-	ok	200	8.3	34.6	-	-	-	-	15	0	-68	1	1	8056	487
08:12:26	501	ok	-	ok	200	12.5	42.8	-	-	-	-	20	0	-68	1	1	8056	487
08:12:32	507	ok	-	ok	200	11.7	27.1	ok	200	12.7	27.6	0	0	-68	1	1	8052	519
08:12:39	514	ok	-	ok	200	11.9	28.7	-	-	-	-	5	0	-68	1	1	8052	519
08:12:45	520	ok	-	ok	200	18.3	43.2	-	-	-	-	10	0	-68	1	1	8052	519
08:12:51	526	ok	-	ok	200	10.1	27.7	-	-	-	-	15	0	-68	1	1	8052	519
08:12:57	532	ok	-	ok	200	7.7	26.0	-	-	-	-	20	0	-68	1	1	8052	519
08:13:04	538	ok	-	ok	200	9.3	22.7	ok	200	14.8	37.5	0	0	-68	1	1	8049	550
08:13:11	546	ok	-	ok	200	8.2	22.9	-	-	-	-	5	0	-68	1	1	8049	550
08:13:17	552	ok	-	ok	200	11.4	26.3	-	-	-	-	10	0	-68	1	1	8049	550
