ts	type	status	http_code	connect_ms	total_ms	icmp_rtt_ms	sse_bytes	wifi_rssi_dbm	wifi_disc	wifi_reconn	heap_kb	uptime_s
20:29:43	http_ping	fail	000	1451.4	1468.7	-	-	-	-	-	-
20:29:43	sse	ok	-	-	-	-	988	-	-	-	-
20:29:49	icmp	ok	-	-	-	-	-	-	-	-	-
20:29:49	http_ping	fail	000	7.7	13.4	-	-	-	-	-	-
20:29:49	sse	ok	-	-	-	-	960	-	-	-	-
20:29:55	icmp	fail	-	-	-	-	-	-	-	-	-
20:29:55	http_ping	fail	000	19.3	25.1	-	-	-	-	-	-
20:29:55	sse	ok	-	-	-	-	972	-	-	-	-
20:30:00	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:00	http_ping	fail	000	26.8	32.6	-	-	-	-	-	-
20:30:00	http_health	fail	000	8.6	22.3	-	-	-	-	-	-	-
20:30:00	sse	ok	-	-	-	-	793	-	-	-	-
20:30:05	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:05	http_ping	fail	000	10.9	19.2	-	-	-	-	-	-
20:30:05	sse	ok	-	-	-	-	793	-	-	-	-
20:30:10	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:10	http_ping	fail	000	7.4	25.4	-	-	-	-	-	-
20:30:10	sse	ok	-	-	-	-	793	-	-	-	-
20:30:15	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:15	http_ping	fail	000	13.3	33.2	-	-	-	-	-	-
20:30:15	sse	ok	-	-	-	-	779	-	-	-	-
20:30:20	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:20	http_ping	fail	000	29.8	38.5	-	-	-	-	-	-
20:30:20	sse	ok	-	-	-	-	821	-	-	-	-
20:30:25	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:25	http_ping	fail	000	19.4	27.0	-	-	-	-	-	-
20:30:25	sse	ok	-	-	-	-	833	-	-	-	-
20:30:31	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:31	http_ping	fail	000	13.5	25.6	-	-	-	-	-	-
20:30:31	http_health	fail	000	9.1	19.4	-	-	-	-	-	-	-
20:30:31	sse	ok	-	-	-	-	960	-	-	-	-
20:30:36	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:36	http_ping	fail	000	7.7	13.5	-	-	-	-	-	-
20:30:36	sse	ok	-	-	-	-	821	-	-	-	-
20:30:41	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:41	http_ping	fail	000	20.5	27.5	-	-	-	-	-	-
20:30:41	sse	ok	-	-	-	-	821	-	-	-	-
20:30:46	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:46	http_ping	fail	000	11.0	16.9	-	-	-	-	-	-
20:30:46	sse	ok	-	-	-	-	793	-	-	-	-
20:30:51	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:51	http_ping	fail	000	9.8	32.0	-	-	-	-	-	-
20:30:51	sse	ok	-	-	-	-	654	-	-	-	-
20:30:56	icmp	ok	-	-	-	-	-	-	-	-	-
20:30:56	http_ping	fail	000	9.6	41.7	-	-	-	-	-	-
20:30:56	sse	ok	-	-	-	-	1000	-	-	-	-
20:31:01	icmp	ok	-	-	-	-	-	-	-	-	-
20:31:01	http_ping	fail	000	28.2	34.5	-	-	-	-	-	-
20:31:01	http_health	fail	000	8.1	14.6	-	-	-	-	-	-	-
20:31:01	sse	ok	-	-	-	-	807	-	-	-	-
20:31:07	icmp	fail	-	-	-	-	-	-	-	-	-
20:31:10	http_ping	fail	000	0.0	2004.6	-	-	-	-	-	-
20:31:10	sse	ok	-	-	-	-	654	-	-	-	-
20:31:16	icmp	fail	-	-	-	-	-	-	-	-	-
20:31:18	http_ping	fail	000	0.0	2006.8	-	-	-	-	-	-
20:31:18	sse	fail	-	-	-	-	0	-	-	-	-
20:31:24	icmp	fail	-	-	-	-	-	-	-	-	-
20:31:26	http_ping	fail	000	0.0	2006.6	-	-	-	-	-	-
20:31:26	sse	fail	-	-	-	-	0	-	-	-	-
20:31:32	icmp	fail	-	-	-	-	-	-	-	-	-
20:31:33	http_ping	ok	200	1070.2	1136.9	-	-	-	-	-	-
