ts	http_code	connect_ms	total_ms
09:55:58	000	0.0\t2006.3
09:56:10	000	0.0\t1018.9
09:56:17	000	0.0\t2007.1
09:56:25	200	20.1\t61.3
09:56:32	200	16.4\t43.6
09:56:39	200	16.0\t41.1
09:56:45	200	13.7\t40.6
09:56:52	200	16.0\t75.0
09:56:58	200	17.7\t42.3
09:57:04	200	33.1\t59.3
09:57:11	200	15.7\t51.6
09:57:17	200	12.9\t36.8
09:57:23	200	13.5\t36.4
09:57:30	200	19.7\t42.7
09:57:36	200	17.1\t57.8
09:57:43	200	19.0\t62.8
09:57:49	200	14.6\t42.5
09:57:55	200	16.3\t37.7
09:58:01	200	27.0\t78.8
09:58:08	200	16.5\t48.4
09:58:15	200	15.2\t55.9
09:58:21	200	21.4\t45.2
09:58:27	200	11.1\t57.2
09:58:33	200	32.6\t73.4
09:58:40	200	18.5\t55.5
09:58:47	200	18.1\t60.7
09:58:53	200	22.7\t69.3
09:58:59	200	11.7\t34.5
09:59:05	200	16.3\t52.6
09:59:12	200	12.7\t36.0
09:59:19	200	14.9\t38.1
09:59:25	200	12.8\t48.6
09:59:31	200	11.5\t36.4
09:59:37	200	14.5\t39.1
09:59:43	200	23.1\t63.2
09:59:51	200	16.9\t69.4
09:59:57	200	12.4\t52.1
10:00:03	200	11.4\t37.6
10:00:09	200	14.1\t37.1
10:00:15	200	12.8\t38.7
10:00:23	200	23.9\t59.7
10:00:29	200	11.0\t45.0
10:00:35	200	29.6\t64.5
10:00:41	200	24.8\t68.2
10:00:47	200	13.2\t38.2
10:00:54	200	17.6\t43.0
10:01:01	200	40.0\t79.2
10:01:07	200	20.1\t55.0
10:01:13	200	20.1\t50.2
10:01:19	200	11.7\t48.6
10:01:26	200	14.4\t62.0
10:01:33	200	21.7\t54.5
10:01:39	200	19.0\t59.5
10:01:45	200	33.6\t68.2
10:01:51	200	17.0\t39.9
10:01:58	200	11.8\t39.8
10:02:05	200	27.5\t63.3
10:02:11	200	11.8\t45.6
10:02:17	200	14.9\t67.9
10:02:23	200	20.0\t53.9
10:02:30	200	39.9\t149.4
10:02:37	200	11.8\t40.8
10:02:43	200	28.8\t53.4
10:02:49	200	56.8\t160.8
10:02:55	200	21.4\t45.3
10:03:02	200	32.7\t137.3
10:03:09	200	30.0\t67.7
10:03:15	200	37.6\t99.3
10:03:21	200	12.0\t46.6
10:03:27	200	12.4\t56.3
10:03:35	200	25.1\t87.0
10:03:41	200	10.1\t34.0
10:03:47	200	15.4\t36.4
10:03:53	200	21.3\t47.3
10:03:59	200	36.2\t93.5
10:04:08	200	25.0\t48.8
10:04:14	200	20.6\t60.5
10:04:20	200	18.1\t51.3
10:04:27	200	29.7\t106.8
10:04:33	200	23.3\t56.5
10:04:40	200	29.7\t73.7
10:04:46	200	14.8\t50.1
10:04:53	200	16.0\t53.3
10:04:59	200	12.2\t49.6
10:05:05	200	13.4\t44.6
10:05:12	200	15.6\t38.6
10:05:18	200	12.1\t35.7
10:05:24	200	20.8\t45.5
10:05:31	200	24.6\t58.5
10:05:37	200	35.7\t109.2
10:05:44	200	18.2\t50.4
10:05:50	200	12.6\t38.6
10:05:56	200	19.7\t56.0
