ts	elapsed_s	icmp_status	icmp_rtt_ms	hp_status	hp_code	hp_connect_ms	hp_total_ms	hl_status	hl_code	hl_connect_ms	hl_total_ms	health_age_s	sse_bytes	wifi_rssi_dbm	wifi_disc	wifi_reconn	heap_kb	uptime_s
21:34:47	349	ok	-	ok	200	7.7	31.8	ok	200	19.1	37.8	0	0	-71	0	0	8072	358
21:34:52	354	ok	-	ok	200	8.5	28.6	-	-	-	-	5	0	-71	0	0	8072	358
21:34:57	359	ok	-	ok	200	87.2	151.5	-	-	-	-	10	0	-71	0	0	8072	358
21:35:03	365	ok	-	ok	200	16.8	50.0	-	-	-	-	15	0	-71	0	0	8072	358
21:35:08	370	ok	-	ok	200	12.4	57.4	-	-	-	-	20	0	-71	0	0	8072	358
21:35:13	375	ok	-	ok	200	38.2	83.9	-	-	-	-	25	0	-71	0	0	8072	358
21:35:18	380	ok	-	ok	200	16.1	34.7	ok	200	14.3	80.1	0	0	-71	0	0	8067	389
21:35:23	385	ok	-	ok	200	20.2	101.3	-	-	-	-	5	0	-71	0	0	8067	389
21:35:29	391	ok	-	ok	200	22.8	47.0	-	-	-	-	10	0	-71	0	0	8067	389
21:35:34	396	ok	-	ok	200	35.7	71.2	-	-	-	-	15	0	-71	0	0	8067	389
21:35:39	401	ok	-	ok	200	6.9	41.8	-	-	-	-	20	0	-71	0	0	8067	389
21:35:44	406	ok	-	ok	200	11.6	43.0	-	-	-	-	25	0	-71	0	0	8067	389
21:35:49	411	ok	-	ok	200	15.8	40.9	ok	200	8.8	29.1	0	0	-71	0	0	8063	420
21:35:54	416	ok	-	ok	200	13.9	54.1	-	-	-	-	5	0	-71	0	0	8063	420
21:35:59	421	ok	-	ok	200	14.4	27.9	-	-	-	-	10	0	-71	0	0	8063	420
21:36:05	427	ok	-	ok	200	7.9	33.0	-	-	-	-	15	0	-71	0	0	8063	420
21:36:10	432	ok	-	ok	200	9.7	27.2	-	-	-	-	20	0	-71	0	0	8063	420
21:36:15	437	ok	-	ok	200	6.7	25.7	-	-	-	-	25	0	-71	0	0	8063	420
21:36:20	442	ok	-	ok	200	20.1	34.2	ok	200	8.5	28.5	0	0	-71	0	0	8060	451
21:36:25	447	ok	-	ok	200	16.1	84.1	-	-	-	-	5	0	-71	0	0	8060	451
21:36:30	452	ok	-	ok	200	10.7	28.4	-	-	-	-	10	0	-71	0	0	8060	451
21:36:35	457	ok	-	ok	200	20.4	42.7	-	-	-	-	15	0	-71	0	0	8060	451
21:36:41	463	ok	-	ok	200	8.9	50.9	-	-	-	-	20	0	-71	0	0	8060	451
21:36:46	468	ok	-	ok	200	12.5	34.1	-	-	-	-	25	0	-71	0	0	8060	451
21:36:51	473	ok	-	ok	200	6.6	33.5	ok	200	34.7	74.8	0	0	-71	0	0	8056	482
21:36:56	478	ok	-	ok	200	8.4	41.7	-	-	-	-	5	0	-71	0	0	8056	482
21:37:01	483	ok	-	ok	200	12.0	37.4	-	-	-	-	10	0	-71	0	0	8056	482
21:37:06	488	ok	-	ok	200	8.8	36.8	-	-	-	-	15	0	-71	0	0	8056	482
21:37:11	493	fail	-	fail	000	0.0	2004.0	-	-	-	-	20	0	-71	0	0	8056	482
21:37:20	501	ok	-	ok	200	13.1	33.7	-	-	-	-	25	0	-71	0	0	8056	482
21:37:25	507	ok	-	ok	200	17.0	35.1	ok	200	22.0	39.3	0	0	-71	0	0	8051	516
21:37:30	512	ok	-	ok	200	17.2	35.7	-	-	-	-	5	0	-71	0	0	8051	516
21:37:35	517	ok	-	ok	200	18.4	37.3	-	-	-	-	10	0	-71	0	0	8051	516
21:37:40	522	ok	-	ok	200	17.8	63.2	-	-	-	-	15	0	-71	0	0	8051	516
21:37:45	527	ok	-	ok	200	16.2	53.4	-	-	-	-	20	0	-71	0	0	8051	516
21:37:50	532	ok	-	ok	200	48.1	110.0	-	-	-	-	25	0	-71	0	0	8051	516
21:37:56	538	fail	-	ok	200	47.6	127.8	ok	200	7.3	49.2	0	0	-71	0	0	8047	548
21:38:02	544	ok	-	ok	200	23.2	39.4	-	-	-	-	5	0	-71	0	0	8047	548
21:38:07	549	ok	-	ok	200	23.7	45.6	-	-	-	-	10	0	-71	0	0	8047	548
21:38:12	554	ok	-	ok	200	34.5	82.2	-	-	-	-	15	0	-71	0	0	8047	548
21:38:17	559	fail	-	ok	200	22.1	55.1	-	-	-	-	20	0	-71	0	0	8047	548
21:38:23	565	ok	-	ok	200	10.1	33.6	-	-	-	-	25	0	-71	0	0	8047	548
21:38:29	571	ok	-	ok	200	14.1	34.3	ok	200	19.5	48.3	0	0	-71	0	0	8043	580
21:38:34	576	ok	-	ok	200	9.4	52.0	-	-	-	-	5	0	-71	0	0	8043	580
21:38:39	581	ok	-	ok	200	45.8	75.1	-	-	-	-	10	0	-71	0	0	8043	580
21:38:44	586	ok	-	ok	200	12.6	39.0	-	-	-	-	15	0	-71	0	0	8043	580
21:38:49	591	ok	-	ok	200	16.3	59.5	-	-	-	-	20	0	-71	0	0	8043	580
21:38:54	596	ok	-	ok	200	8.5	39.5	-	-	-	-	25	0	-71	0	0	8043	580
