ts	elapsed_s	icmp_status	icmp_rtt_ms	hp_status	hp_code	hp_connect_ms	hp_total_ms	hl_status	hl_code	hl_connect_ms	hl_total_ms	health_age_s	sse_bytes	wifi_rssi_dbm	wifi_disc	wifi_reconn	heap_kb	uptime_s
08:16:34	121	ok	-	ok	200	11.1	31.2	-	-	-	-	20	0	-67	0	0	8102	123
08:16:40	127	ok	-	ok	200	12.2	27.0	ok	200	19.8	36.2	0	0	-67	0	0	8085	155
08:16:47	134	ok	-	ok	200	9.5	34.9	-	-	-	-	5	0	-67	0	0	8085	155
08:16:53	140	ok	-	ok	200	20.1	35.6	-	-	-	-	10	0	-67	0	0	8085	155
08:17:00	147	ok	-	ok	200	20.0	34.7	-	-	-	-	15	0	-67	0	0	8085	155
08:17:06	153	ok	-	ok	200	7.7	32.8	-	-	-	-	20	0	-67	0	0	8085	155
08:17:12	159	ok	-	ok	200	14.0	40.2	ok	200	13.9	34.8	0	0	-66	0	0	8080	187
08:17:19	166	ok	-	ok	200	7.5	27.5	-	-	-	-	5	0	-66	0	0	8080	187
08:17:25	172	ok	-	ok	200	11.5	26.6	-	-	-	-	10	0	-66	0	0	8080	187
08:17:31	178	ok	-	ok	200	11.2	36.9	-	-	-	-	15	0	-66	0	0	8080	187
08:17:37	184	ok	-	ok	200	18.2	40.9	-	-	-	-	20	0	-66	0	0	8080	187
08:17:44	191	ok	-	ok	200	11.1	30.8	ok	200	9.4	41.3	0	0	-67	0	0	8076	219
08:17:51	198	ok	-	ok	200	14.4	29.5	-	-	-	-	5	0	-67	0	0	8076	219
08:17:57	204	ok	-	ok	200	8.1	23.6	-	-	-	-	10	0	-67	0	0	8076	219
08:18:03	210	ok	-	ok	200	12.5	28.5	-	-	-	-	15	0	-67	0	0	8076	219
08:18:09	216	ok	-	ok	200	8.4	24.8	-	-	-	-	20	0	-67	0	0	8076	219
08:18:15	222	ok	-	ok	200	19.9	35.5	ok	200	10.5	30.9	0	0	-67	0	0	8072	251
08:18:23	230	ok	-	ok	200	23.7	61.9	-	-	-	-	5	0	-67	0	0	8072	251
08:18:29	236	ok	-	ok	200	22.0	37.3	-	-	-	-	10	0	-67	0	0	8072	251
08:18:35	242	ok	-	ok	200	10.4	35.0	-	-	-	-	15	0	-67	0	0	8072	251
08:18:41	248	ok	-	ok	200	19.1	33.5	-	-	-	-	20	0	-67	0	0	8072	251
08:18:47	254	ok	-	ok	200	10.5	49.7	ok	200	11.2	28.9	0	0	-67	0	0	8068	282
08:18:54	261	ok	-	ok	200	10.7	33.1	-	-	-	-	5	0	-67	0	0	8068	282
08:19:01	268	ok	-	ok	200	8.5	22.5	-	-	-	-	10	0	-67	0	0	8068	282
08:19:07	274	ok	-	ok	200	14.7	29.7	-	-	-	-	15	0	-67	0	0	8068	282
08:19:13	280	ok	-	ok	200	7.2	25.8	-	-	-	-	20	0	-67	0	0	8068	282
08:19:19	286	ok	-	ok	200	11.7	28.2	ok	200	11.6	37.3	0	0	-66	0	0	8064	314
08:19:26	293	ok	-	ok	200	12.9	28.5	-	-	-	-	5	0	-66	0	0	8064	314
08:19:32	299	ok	-	ok	200	8.8	34.9	-	-	-	-	10	0	-66	0	0	8064	314
08:19:38	305	ok	-	ok	200	8.4	29.8	-	-	-	-	15	0	-66	0	0	8064	314
08:19:45	312	ok	-	ok	200	24.8	39.4	-	-	-	-	20	0	-66	0	0	8064	314
08:19:51	318	ok	-	ok	200	13.1	29.5	ok	200	12.1	40.0	0	0	-66	0	0	8060	346
08:19:58	325	ok	-	ok	200	11.6	27.5	-	-	-	-	5	0	-66	0	0	8060	346
08:20:04	331	ok	-	ok	200	12.3	27.7	-	-	-	-	10	0	-66	0	0	8060	346
08:20:10	337	ok	-	ok	200	7.4	39.1	-	-	-	-	15	0	-66	0	0	8060	346
08:20:16	343	ok	-	ok	200	7.6	21.4	-	-	-	-	20	0	-66	0	0	8060	346
08:20:22	349	ok	-	ok	200	11.4	25.4	ok	200	19.7	39.2	0	0	-67	0	0	8056	378
08:20:30	357	ok	-	ok	200	24.6	39.2	-	-	-	-	5	0	-67	0	0	8056	378
08:20:36	363	ok	-	ok	200	11.4	27.2	-	-	-	-	10	0	-67	0	0	8056	378
08:20:42	369	ok	-	ok	200	11.4	29.5	-	-	-	-	15	0	-67	0	0	8056	378
08:20:48	375	ok	-	ok	200	16.3	36.5	-	-	-	-	20	0	-67	0	0	8056	378
08:20:54	381	ok	-	ok	200	9.2	36.9	ok	200	7.7	24.8	0	0	-67	0	0	8053	410
08:21:02	389	ok	-	ok	200	7.9	24.9	-	-	-	-	5	0	-67	0	0	8053	410
08:21:08	395	ok	-	ok	200	11.7	39.9	-	-	-	-	10	0	-67	0	0	8053	410
08:21:14	401	ok	-	ok	200	14.3	41.4	-	-	-	-	15	0	-67	0	0	8053	410
08:21:20	407	ok	-	ok	200	11.9	36.6	-	-	-	-	20	0	-67	0	0	8053	410
08:21:26	413	ok	-	ok	200	14.6	42.1	ok	200	7.4	38.3	0	0	-66	0	0	8048	441
08:21:33	420	ok	-	ok	200	15.5	31.2	-	-	-	-	5	0	-66	0	0	8048	441
08:21:40	427	ok	-	ok	200	17.3	50.8	-	-	-	-	10	0	-66	0	0	8048	441
08:21:46	433	ok	-	ok	200	11.8	25.3	-	-	-	-	15	0	-66	0	0	8048	441
08:21:52	439	ok	-	ok	200	26.0	42.2	-	-	-	-	20	0	-66	0	0	8048	441
08:21:58	445	ok	-	ok	200	12.1	26.8	ok	200	11.5	27.4	0	0	-66	0	0	8044	473
08:22:05	452	ok	-	ok	200	9.3	40.8	-	-	-	-	5	0	-66	0	0	8044	473
08:22:11	458	ok	-	ok	200	8.5	61.6	-	-	-	-	10	0	-66	0	0	8044	473
08:22:18	465	ok	-	ok	200	12.1	27.1	-	-	-	-	15	0	-66	0	0	8044	473
08:22:24	471	ok	-	ok	200	8.3	35.8	-	-	-	-	20	0	-66	0	0	8044	473
08:22:30	477	ok	-	ok	200	13.3	44.2	ok	200	6.1	24.7	0	0	-66	0	0	8040	505
08:22:37	484	ok	-	ok	200	12.7	41.1	-	-	-	-	5	0	-66	0	0	8040	505
08:22:43	490	ok	-	ok	200	9.3	26.2	-	-	-	-	10	0	-66	0	0	8040	505
08:22:49	496	ok	-	ok	200	20.5	34.9	-	-	-	-	15	0	-66	0	0	8040	505
08:22:55	502	ok	-	ok	200	11.3	28.2	-	-	-	-	20	0	-66	0	0	8040	505
08:23:02	509	ok	-	ok	200	11.6	27.6	ok	200	13.3	60.7	0	0	-67	0	0	8036	537
08:23:09	516	ok	-	ok	200	19.6	35.3	-	-	-	-	5	0	-67	0	0	8036	537
08:23:15	522	ok	-	ok	200	15.7	30.2	-	-	-	-	10	0	-67	0	0	8036	537
08:23:21	528	ok	-	ok	200	22.1	35.8	-	-	-	-	15	0	-67	0	0	8036	537
08:23:27	534	ok	-	ok	200	9.5	36.4	-	-	-	-	20	0	-67	0	0	8036	537
08:23:33	540	ok	-	ok	200	11.7	47.2	ok	200	16.2	45.1	0	0	-67	0	0	8032	569
08:23:41	548	ok	-	ok	200	33.1	67.1	-	-	-	-	5	0	-67	0	0	8032	569
08:23:47	554	ok	-	ok	200	19.3	35.9	-	-	-	-	10	0	-67	0	0	8032	569
08:23:53	560	ok	-	ok	200	12.9	28.7	-	-	-	-	15	0	-67	0	0	8032	569
08:23:59	566	ok	-	ok	200	8.7	24.3	-	-	-	-	20	0	-67	0	0	8032	569
08:24:05	572	ok	-	ok	200	8.0	41.7	ok	200	12.2	39.8	0	0	-67	0	0	8028	601
08:24:13	580	ok	-	ok	200	11.2	67.0	-	-	-	-	5	0	-67	0	0	8028	601
08:24:19	586	ok	-	ok	200	12.8	27.2	-	-	-	-	10	0	-67	0	0	8028	601
08:24:25	592	ok	-	ok	200	19.2	32.4	-	-	-	-	15	0	-67	0	0	8028	601
08:24:31	598	ok	-	ok	200	8.0	22.0	-	-	-	-	20	0	-67	0	0	8028	601
