ts	elapsed_s	icmp_status	icmp_rtt_ms	hp_status	hp_code	hp_connect_ms	hp_total_ms	hl_status	hl_code	hl_connect_ms	hl_total_ms	health_age_s	sse_bytes	wifi_rssi_dbm	wifi_disc	wifi_reconn	heap_kb	uptime_s
02:30:15	231	ok	-	fail	000	14.6	26.2	-	-	-	-	20	1206	-60	0	0	8134	45
02:30:21	237	ok	-	fail	000	12.6	30.6	fail	000	10.4	37.3	0	1608	-60	0	0	8134	45
02:30:28	244	ok	-	fail	000	23.3	36.1	-	-	-	-	5	1220	-60	0	0	8134	45
02:30:34	250	ok	-	fail	000	16.5	27.2	-	-	-	-	10	1246	-60	0	0	8134	45
02:30:40	256	ok	-	fail	000	10.9	41.3	-	-	-	-	15	1290	-60	0	0	8134	45
02:30:46	262	ok	-	fail	000	13.1	32.8	-	-	-	-	20	1262	-60	0	0	8134	45
02:30:52	268	ok	-	fail	000	16.8	29.5	fail	000	25.4	41.2	0	1421	-60	0	0	8134	45
02:31:00	276	ok	-	fail	000	58.0	75.8	-	-	-	-	5	1220	-60	0	0	8134	45
02:31:06	282	ok	-	fail	000	16.0	28.6	-	-	-	-	10	1419	-60	0	0	8134	45
02:31:12	288	ok	-	fail	000	28.6	49.2	-	-	-	-	15	1220	-60	0	0	8134	45
02:31:18	294	ok	-	fail	000	11.8	22.4	-	-	-	-	20	1206	-60	0	0	8134	45
02:31:24	300	ok	-	fail	000	12.0	23.9	fail	000	11.4	26.7	0	1435	-60	0	0	8134	45
02:31:31	307	ok	-	fail	000	18.0	28.8	-	-	-	-	5	1232	-60	0	0	8134	45
02:31:38	314	ok	-	fail	000	14.5	25.7	-	-	-	-	10	1248	-60	0	0	8134	45
02:31:44	320	ok	-	fail	000	13.9	31.6	-	-	-	-	15	1248	-60	0	0	8134	45
02:31:50	326	ok	-	fail	000	36.9	50.3	-	-	-	-	20	1234	-60	0	0	8134	45
02:31:56	332	ok	-	fail	000	12.5	28.5	fail	000	9.1	22.4	0	1650	-60	0	0	8134	45
02:32:03	339	ok	-	fail	000	12.4	23.1	-	-	-	-	5	1232	-60	0	0	8134	45
02:32:09	345	ok	-	fail	000	18.6	43.4	-	-	-	-	10	1234	-60	0	0	8134	45
02:32:16	352	ok	-	fail	000	23.7	34.3	-	-	-	-	15	1234	-60	0	0	8134	45
02:32:22	358	ok	-	fail	000	17.7	34.7	-	-	-	-	20	1234	-60	0	0	8134	45
02:32:28	364	ok	-	fail	000	17.0	33.3	fail	000	51.7	64.4	0	1435	-60	0	0	8134	45
02:32:35	371	ok	-	ok	200	20.7	87.1	-	-	-	-	5	402	-60	0	0	8134	45
02:32:41	377	ok	-	ok	200	12.5	38.8	-	-	-	-	10	0	-60	0	0	8134	45
02:32:47	383	ok	-	ok	200	22.8	63.9	-	-	-	-	15	0	-60	0	0	8134	45
02:32:54	390	ok	-	ok	200	12.0	80.5	-	-	-	-	20	0	-60	0	0	8134	45
02:33:00	396	ok	-	ok	200	25.4	60.3	ok	200	36.7	66.0	0	0	-60	0	0	8062	401
02:33:07	403	ok	-	ok	200	18.9	50.6	-	-	-	-	5	0	-60	0	0	8062	401
02:33:13	409	ok	-	ok	200	12.9	61.6	-	-	-	-	10	0	-60	0	0	8062	401
02:33:19	415	ok	-	ok	200	11.5	72.9	-	-	-	-	15	0	-60	0	0	8062	401
02:33:26	422	ok	-	ok	200	19.2	85.2	-	-	-	-	20	0	-60	0	0	8062	401
02:33:32	428	ok	-	ok	200	30.3	73.9	ok	200	18.6	68.2	0	0	-60	0	0	8057	434
02:33:39	435	ok	-	ok	200	20.6	44.4	-	-	-	-	5	0	-60	0	0	8057	434
02:33:45	441	ok	-	ok	200	17.0	68.2	-	-	-	-	10	0	-60	0	0	8057	434
02:33:52	448	ok	-	ok	200	39.5	67.1	-	-	-	-	15	0	-60	0	0	8057	434
02:33:58	454	ok	-	ok	200	14.4	42.4	-	-	-	-	20	0	-60	0	0	8057	434
02:34:04	460	ok	-	ok	200	19.5	49.4	ok	200	11.4	63.3	0	0	-60	0	0	8053	466
02:34:11	467	ok	-	ok	200	12.7	37.7	-	-	-	-	5	0	-60	0	0	8053	466
02:34:18	474	ok	-	ok	200	16.8	55.7	-	-	-	-	10	0	-60	0	0	8053	466
02:34:24	480	ok	-	ok	200	26.1	59.7	-	-	-	-	15	0	-60	0	0	8053	466
02:34:30	486	ok	-	ok	200	51.7	149.7	-	-	-	-	20	0	-60	0	0	8053	466
02:34:36	492	ok	-	ok	200	12.4	63.8	ok	200	16.2	62.5	0	0	-60	0	0	8049	498
02:34:44	500	ok	-	ok	200	17.4	41.8	-	-	-	-	5	0	-60	0	0	8049	498
02:34:50	506	ok	-	ok	200	31.7	58.5	-	-	-	-	10	0	-60	0	0	8049	498
02:34:56	512	ok	-	ok	200	17.2	49.4	-	-	-	-	15	0	-60	0	0	8049	498
02:35:02	518	ok	-	ok	200	16.5	52.0	-	-	-	-	20	0	-60	0	0	8049	498
02:35:08	524	ok	-	ok	200	11.6	47.5	ok	200	117.8	167.1	0	0	-60	0	0	8045	530
02:35:16	532	ok	-	ok	200	17.8	56.1	-	-	-	-	5	0	-60	0	0	8045	530
02:35:22	538	ok	-	ok	200	49.3	82.5	-	-	-	-	10	0	-60	0	0	8045	530
02:35:28	544	ok	-	ok	200	21.5	62.5	-	-	-	-	15	0	-60	0	0	8045	530
02:35:34	550	ok	-	ok	200	13.9	38.1	-	-	-	-	20	0	-60	0	0	8045	530
02:35:40	556	ok	-	ok	200	25.0	61.8	ok	200	15.4	40.4	0	0	-60	0	0	8041	562
02:35:48	564	ok	-	ok	200	15.7	75.0	-	-	-	-	5	0	-60	0	0	8041	562
02:35:54	570	ok	-	ok	200	26.7	60.9	-	-	-	-	10	0	-60	0	0	8041	562
02:36:00	576	ok	-	ok	200	17.0	44.9	-	-	-	-	15	0	-60	0	0	8041	562
02:36:06	582	ok	-	ok	200	11.4	50.4	-	-	-	-	20	0	-60	0	0	8041	562
02:36:12	588	ok	-	ok	200	17.3	48.6	ok	200	14.4	55.5	0	0	-60	0	0	8038	594
02:36:20	596	ok	-	ok	200	16.8	72.1	-	-	-	-	5	0	-60	0	0	8038	594
